CONDITION,OUTCOME,Year,Geography,GeoType,GeoName,GeoID,Region,District,Total,TotalRate,AARate,Age0_14,Age0_14Rate,Age15_24,Age15_24Rate,Age25_44,Age25_44Rate,Age45_64,Age45_64Rate,Age65Plus,Age65PlusRate,Total_Male,Total_MaleRate,AA_TotalMaleRate,Age0_14_Male,Age0_14_MaleRate,Age15_24_Male,Age15_24_MaleRate,Age25_44_Male,Age25_44_MaleRate,Age45_64_Male,Age45_64_MaleRate,Age65Plus_Male,Age65Plus_MaleRate,Total_Female,Total_FemaleRate,AA_TotalFemaleRate,Age0_14_Female,Age0_14_FemaleRate,Age15_24_Female,Age15_24_FemaleRate,Age25_44_Female,Age25_44_FemaleRate,Age45_64_Female,Age45_64_FemaleRate,Age45Plus_Female,Age45Plus_FemaleRate,Age65Plus_Female,Age65Plus_FemaleRate,White_Total,White_TotalRate,White_Age0_14,White_Age0_14Rate,White_Age15_24,White_Age15_24Rate,White_Age25_44,White_Age25_44Rate,White_Age45_64,White_Age45_64Rate,White_Age65Plus,White_Age65PlusRate,White_Total_Male,White_Total_MaleRate,White_Age0_14_Male,White_Age0_14_MaleRate,White_Age15_24_Male,White_Age15_24_MaleRate,White_Age25_44_Male,White_Age25_44_MaleRate,White_Age45_64_Male,White_Age45_64_MaleRate,White_Age65Plus_Male,White_Age65Plus_MaleRate,White_Total_Female,White_Total_FemaleRate,White_Age0_14_Female,White_Age0_14_FemaleRate,White_Age15_24_Female,White_Age15_24_FemaleRate,White_Age25_44_Female,White_Age25_44_FemaleRate,White_Age45_64_Female,White_Age45_64_FemaleRate,White_Age45Plus_Female,White_Age45Plus_FemaleRate,White_Age65Plus_Female,White_Age65Plus_FemaleRate,Black_Total,Black_TotalRate,Black_Age0_14,Black_Age0_14Rate,Black_Age15_24,Black_Age15_24Rate,Black_Age25_44,Black_Age25_44Rate,Black_Age45_64,Black_Age45_64Rate,Black_Age65Plus,Black_Age65PlusRate,Black_Total_Male,Black_Total_MaleRate,Black_Age0_14_Male,Black_Age0_14_MaleRate,Black_Age15_24_Male,Black_Age15_24_MaleRate,Black_Age25_44_Male,Black_Age25_44_MaleRate,Black_Age45_64_Male,Black_Age45_64_MaleRate,Black_Age65Plus_Male,Black_Age65Plus_MaleRate,Black_Total_Female,Black_Total_FemaleRate,Black_Age0_14_Female,Black_Age0_14_FemaleRate,Black_Age15_24_Female,Black_Age15_24_FemaleRate,Black_Age25_44_Female,Black_Age25_44_FemaleRate,Black_Age45_64_Female,Black_Age45_64_FemaleRate,Black_Age45Plus_Female,Black_Age45Plus_FemaleRate,Black_Age65Plus_Female,Black_Age65Plus_FemaleRate,Hispanic_Total,Hispanic_TotalRate,Hispanic_Age0_14,Hispanic_Age0_14Rate,Hispanic_Age15_24,Hispanic_Age15_24Rate,Hispanic_Age25_44,Hispanic_Age25_44Rate,Hispanic_Age45_64,Hispanic_Age45_64Rate,Hispanic_Age65Plus,Hispanic_Age65PlusRate,Hispanic_Total_Male,Hispanic_Total_MaleRate,Hispanic_Age0_14_Male,Hispanic_Age0_14_MaleRate,Hispanic_Age15_24_Male,Hispanic_Age15_24_MaleRate,Hispanic_Age25_44_Male,Hispanic_Age25_44_MaleRate,Hispanic_Age45_64_Male,Hispanic_Age45_64_MaleRate,Hispanic_Age65Plus_Male,Hispanic_Age65Plus_MaleRate,Hispanic_Total_Female,Hispanic_Total_FemaleRate,Hispanic_Age0_14_Female,Hispanic_Age0_14_FemaleRate,Hispanic_Age15_24_Female,Hispanic_Age15_24_FemaleRate,Hispanic_Age25_44_Female,Hispanic_Age25_44_FemaleRate,Hispanic_Age45_64_Female,Hispanic_Age45_64_FemaleRate,Hispanic_Age45Plus_Female,Hispanic_Age45Plus_FemaleRate,Hispanic_Age65Plus_Female,Hispanic_Age65Plus_FemaleRate,API_Total,API_TotalRate,API_Age0_14,API_Age0_14Rate,API_Age15_24,API_Age15_24Rate,API_Age25_44,API_Age25_44Rate,API_Age45_64,API_Age45_64Rate,API_Age65Plus,API_Age65PlusRate,API_Total_Male,API_Total_MaleRate,API_Age0_14_Male,API_Age0_14_MaleRate,API_Age15_24_Male,API_Age15_24_MaleRate,API_Age25_44_Male,API_Age25_44_MaleRate,API_Age45_64_Male,API_Age45_64_MaleRate,API_Age65Plus_Male,API_Age65Plus_MaleRate,API_Total_Female,API_Total_FemaleRate,API_Age0_14_Female,API_Age0_14_FemaleRate,API_Age15_24_Female,API_Age15_24_FemaleRate,API_Age25_44_Female,API_Age25_44_FemaleRate,API_Age45_64_Female,API_Age45_64_FemaleRate,API_Age45Plus_Female,API_Age45Plus_FemaleRate,API_Age65Plus_Female,API_Age65Plus_FemaleRate,AIAN_Total,AIAN_TotalRate,AIAN_Age0_14,AIAN_Age0_14Rate,AIAN_Age15_24,AIAN_Age15_24Rate,AIAN_Age25_44,AIAN_Age25_44Rate,AIAN_Age45_64,AIAN_Age45_64Rate,AIAN_Age65Plus,AIAN_Age65PlusRate,AIAN_Total_Male,AIAN_Total_MaleRate,AIAN_Age0_14_Male,AIAN_Age0_14_MaleRate,AIAN_Age15_24_Male,AIAN_Age15_24_MaleRate,AIAN_Age25_44_Male,AIAN_Age25_44_MaleRate,AIAN_Age45_64_Male,AIAN_Age45_64_MaleRate,AIAN_Age65Plus_Male,AIAN_Age65Plus_MaleRate,AIAN_Total_Female,AIAN_Total_FemaleRate,AIAN_Age0_14_Female,AIAN_Age0_14_FemaleRate,AIAN_Age15_24_Female,AIAN_Age15_24_FemaleRate,AIAN_Age25_44_Female,AIAN_Age25_44_FemaleRate,AIAN_Age45_64_Female,AIAN_Age45_64_FemaleRate,AIAN_Age45Plus_Female,AIAN_Age45Plus_FemaleRate,AIAN_Age65Plus_Female,AIAN_Age65Plus_FemaleRate,Other_notAIAN_Total,Other_notAIAN_TotalRate,Other_notAIAN_Age0_14,Other_notAIAN_Age0_14Rate,Other_notAIAN_Age15_24,Other_notAIAN_Age15_24Rate,Other_notAIAN_Age25_44,Other_notAIAN_Age25_44Rate,Other_notAIAN_Age45_64,Other_notAIAN_Age45_64Rate,Other_notAIAN_Age65Plus,Other_notAIAN_Age65PlusRate,Other_notAIAN_Total_Male,Other_notAIAN_Total_MaleRate,Other_notAIAN_Age0_14_Male,Other_notAIAN_Age0_14_MaleRate,Other_notAIAN_Age15_24_Male,Other_notAIAN_Age15_24_MaleRate,Other_notAIAN_Age25_44_Male,Other_notAIAN_Age25_44_MaleRate,Other_notAIAN_Age45_64_Male,Other_notAIAN_Age45_64_MaleRate,Other_notAIAN_Age65Plus_Male,Other_notAIAN_Age65Plus_MaleRate,Other_notAIAN_Total_Female,Other_notAIAN_Total_FemaleRate,Other_notAIAN_Age0_14_Female,Other_notAIAN_Age0_14_FemaleRate,Other_notAIAN_Age15_24_Female,Other_notAIAN_Age15_24_FemaleRate,Other_notAIAN_Age25_44_Female,Other_notAIAN_Age25_44_FemaleRate,Other_notAIAN_Age45_64_Female,Other_notAIAN_Age45_64_FemaleRate,Other_notAIAN_Age45Plus_Female,Other_notAIAN_Age45Plus_FemaleRate,Other_notAIAN_Age65Plus_Female,Other_notAIAN_Age65Plus_FemaleRate
Lung Cancer,Hospitalization,2012,City of La Mesa,Municipal,LA MESA,9,NA,NA,16,27.96,25.44,,,,,,,5,34.51,11,131.44,8,28.69,27.44,,,,,,,,,,,8,27.3,22.49,,,,,,,,,8,63.73,7,142.55,14,37.84,,,,,,,5,47.73,8,121.35,8,45.85,,,,,,,,,,,6,30.32,,,,,,,,,6,57.81,5,110.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2012,City of Lemon Grove,Municipal,LEMON GROVE,10,NA,NA,10,38.99,42.94,,,,,,,,,8,270.91,6,47.77,57.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2012,City of National City,Municipal,NATIONAL CITY,11,NA,NA,20,33.06,39.64,,,,,,,,,16,251.27,8,25.56,37.45,,,,,,,,,7,268.8,12,41.04,41.53,,,,,,,,,11,106.22,9,239.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,67.26,,,,,,,,,6,317.65,,,,,,,,,,,,,5,93.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2012,City of Oceanside,Municipal,OCEANSIDE,12,NA,NA,45,26.48,24.15,,,,,,,17,40.49,28,125.44,22,26.31,26.12,,,,,,,9,44.17,13,137.69,23,26.65,22.88,,,,,,,8,37.02,23,66.72,15,116.47,24,29.13,,,,,,,5,20.37,19,115.98,10,24.48,,,,,,,,,8,112.3,14,33.71,,,,,,,,,14,64.65,11,118.81,7,102.11,,,,,,,6,286.6,,,6,163.52,,,,,,,6,544.54,,,,,,,,,,,,,,,,,6,9.92,,,,,,,,,5,160.31,,,,,,,,,,,,,,,,,,,,,,,,,,,6,43.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2012,City of Poway,Municipal,POWAY,13,NA,NA,6,12.33,12.53,,,,,,,,,6,94.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2012,City of San Diego,Municipal,SAN DIEGO,14,NA,NA,341,25.72,28.25,,,,,12,2.8,106,34.02,223,155.55,183,27.2,33.26,,,,,8,3.64,57,36.62,118,187.26,158,24.2,24.14,,,,,,,49,31.4,154,65.49,106,130.9,200,33.47,,,,,,,52,30.95,145,160.39,108,34.67,,,,,,,29,33.79,75,184.19,92,32.17,,,,,,,22,27.84,92,71.38,70,140.9,35,42.82,,,,,,,19,91.5,16,207.24,15,34.01,,,,,,,9,80.68,6,175.45,20,53.01,,,,,,,10,103.76,20,143.49,10,232.52,35,8.86,,,,,5,3.96,16,23.58,14,62.01,22,11.15,,,,,,,8,24.66,10,109.23,13,6.59,,,,,,,8,22.6,12,24.68,,,53,25.11,,,,,,,17,34.91,32,151.7,28,27.65,,,,,,,10,43.79,18,200.11,25,22.79,,,,,,,8,27.58,22,55.63,15,117.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,23.13,,,,,,,,,8,529.9,8,36.88,,,,,,,,,6,892.14,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2012,City of San Marcos,Municipal,SAN MARCOS,15,NA,NA,12,14.26,13.64,,,,,,,,,9,90.45,5,11.18,12.14,,,,,,,,,,,8,17.22,14.73,,,,,,,,,7,40.85,7,107.83,9,21.89,,,,,,,,,7,93.24,,,,,,,,,,,,,6,25.86,,,,,,,,,6,53.46,6,120.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2012,City of Santee,Municipal,SANTEE,16,NA,NA,19,34.75,32.26,,,,,,,8,51.04,11,172.03,9,34.09,34.31,,,,,,,,,5,188.61,10,35.37,31.29,,,,,,,,,10,83.82,6,160.29,14,35.75,,,,,,,5,39.99,9,169.24,6,31.37,,,,,,,,,,,8,39.93,,,,,,,,,8,84.23,5,161.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2012,City of Solana Beach,Municipal,SOLANA BEACH,17,NA,NA,7,55.98,36.73,,,,,,,,,5,220.54,,,,,,,,,,,,,,5,77.1,47.08,,,,,,,,,5,157,,,6,64.25,,,,,,,,,5,253.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2012,City of Vista,Municipal,VISTA,18,NA,NA,13,13.17,13.81,,,,,,,6,25.45,7,69.02,5,11.39,13.4,,,,,,,,,,,7,14.97,14.6,,,,,,,,,7,41.56,,,7,17.1,,,,,,,,,,,,,,,,,,,,,,,5,25.39,,,,,,,,,5,49.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2012,Unincorporated,Municipal,UNINCORPORATED,19,NA,NA,132,26.58,25.82,,,,,,,40,30.63,90,147.14,57,22.42,23.73,,,,,,,18,29.2,36,130.46,75,30.9,27.47,,,,,,,21,31.99,75,75.1,54,161.13,94,33.67,,,,,,,27,30.73,66,138.77,38,26.06,,,,,,,12,28.35,24,109.83,57,41.8,,,,,,,15,33.04,57,80.83,42,163.98,5,25.43,,,,,,,,,,,,,,,,,,,,,,,5,52.5,,,,,,,,,5,174.8,,,13,8.86,,,,,,,,,11,144.87,9,11.66,,,,,,,,,7,210.95,,,,,,,,,,,,,,,6,19.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,59.91,,,,,,,,,5,766.13,5,60.06,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,San Diego County,NA,SAN DIEGO COUNTY,99,NA,NA,921,29.51,30.8,,,,,20,2.22,266,34.64,633,177.99,487,31.11,36.45,,,,,14,3.05,136,36.04,336,217.36,434,27.91,26.53,,,,,6,1.36,130,33.29,427,72.18,297,147.72,566,37.35,,,,,8,1.97,156,34.26,402,162.66,288,37.25,,,,,6,2.78,74,32.11,208,188.96,278,37.47,,,,,,,82,36.47,276,76.26,194,141.53,62,41.68,,,,,,,21,57.7,40,344.74,27,33.94,,,,,,,,,22,424.22,35,50.59,,,,,,,17,98.67,35,148.02,18,280.5,126,12.58,,,,,7,2.29,33,19.01,85,152.97,71,14.33,,,,,,,18,22,49,218.27,55,10.86,,,,,,,15,16.33,51,40.82,36,108.7,91,26.23,,,,,,,28,32.25,62,168.94,54,33.17,,,,,,,24,62.85,29,196.41,37,20.09,,,,,,,,,37,52.42,33,150.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,38.88,,,,,,,13,104.24,22,625.18,28,58.66,,,,,,,10,163.64,17,"1,065.83",9,18.97,,,,,,,,,8,96.57,5,259.88
Lung Cancer,Hospitalization,2011,Central Region,Region,CENTRAL,3,CENTRAL,NA,157,32.69,41.95,,,,,5,3.12,50,47.97,102,240.79,108,43.6,63.99,,,,,,,33,61.21,71,380.72,49,21.08,24.35,,,,,,,17,33.78,48,64.83,31,130.74,78,53.13,,,,,,,22,54.93,55,290.25,55,68.52,,,,,,,15,66.19,39,443.08,23,34.56,,,,,,,7,40.25,23,83.52,16,157.68,28,50.61,,,,,,,7,48.5,20,331.07,13,45.45,,,,,,,,,12,451.47,15,56.13,,,,,,,7,98.91,15,143.4,8,236.48,24,11.96,,,,,,,8,24.91,14,146.63,15,14.84,,,,,,,5,31.71,8,206.19,9,9.03,,,,,,,,,9,40.88,6,105.86,19,30.43,,,,,,,12,77.06,7,96.71,18,59.55,,,,,,,12,168.82,6,197.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,37.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,Central San Diego,SRA,CENTRAL SAN DIEGO,1,CENTRAL,Supervisorial District 4,61,36.33,43.55,,,,,,,19,51.55,41,256.79,46,50.59,71.59,,,,,,,12,56.98,33,451.45,15,19.52,20.28,,,,,,,7,44.69,15,60.08,8,90.21,35,45.03,,,,,,,11,51.01,24,233.79,28,64.06,,,,,,,7,59.13,20,409.41,7,21.06,,,,,,,,,7,51.54,,,11,79.47,,,,,,,,,9,676.03,7,83.71,,,,,,,,,7,"1,086.4",,,,,,,,,,,,,,,11,17.9,,,,,,,,,6,206.95,7,23.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,Mid-City,SRA,MID-CITY,6,CENTRAL,Supervisorial District 4,47,29.03,41.54,,,,,,,14,43.34,30,227.02,34,42.24,67.53,,,,,,,10,59.67,22,387.83,13,15.86,20.85,,,,,,,,,12,49.92,8,102.18,30,59.06,,,,,,,9,63.96,21,315.86,19,74.32,,,,,,,6,76.55,14,468.37,11,42.94,,,,,,,,,11,103.19,7,197.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,38.99,,,,,,,,,5,206.26,9,80.23,,,,,,,,,5,442.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,Southeastern San Diego,SRA,SOUTHEASTERN SAN DIEGO,5,CENTRAL,Supervisorial District 4,51,33.36,39.41,,,,,,,17,46.24,34,228.22,28,37.04,49.03,,,,,,,11,63.04,17,264.26,23,29.78,32.11,,,,,,,6,30.51,23,85.23,18,201.89,16,75.42,,,,,,,,,13,370.82,9,78.62,,,,,,,,,6,396.84,7,71.77,,,,,,,,,7,150.14,6,348.01,12,52.61,,,,,,,,,9,258.52,,,,,,,,,,,,,9,77.99,,,,,,,,,9,175.65,6,302.06,11,14.36,,,,,,,,,7,170.54,6,15.17,,,,,,,,,,,5,13.57,,,,,,,,,5,54.23,,,8,28.17,,,,,,,6,67.95,,,7,50.26,,,,,,,6,152.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,East Region,Region,EAST,5,EAST,NA,175,37.63,35.32,,,,,5,4.11,70,54.61,100,174.96,86,37.75,38.45,,,,,,,37,59.52,45,183.93,89,37.51,32.38,,,,,,,33,49.98,88,89.15,55,168.25,117,41.71,,,,,,,41,45.03,73,160.35,56,40.44,,,,,,,21,46.54,33,166.97,61,42.96,,,,,,,20,43.54,60,83.69,40,155.27,10,39.86,,,,,,,,,6,400,5,39.75,,,,,,,,,,,5,39.98,,,,,,,,,5,122.76,,,9,7.67,,,,,,,5,23.47,,,,,,,,,,,,,,,5,8.31,,,,,,,,,5,32.48,,,8,34.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,79.08,,,,,,,6,241.06,7,"1,051.05",11,133.37,,,,,,,6,466.93,5,"1,700.68",,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,Alpine,SRA,ALPINE,38,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,El Cajon,SRA,EL CAJON,34,EAST,Supervisorial District 2,47,37.67,35.34,,,,,,,22,66.71,24,153.8,26,42.2,42.23,,,,,,,14,86.42,11,161.26,21,33.33,28.89,,,,,,,8,48.07,21,81.96,13,148.22,28,36.07,,,,,,,11,44.78,17,134.26,14,36.32,,,,,,,6,53.17,7,135.12,14,35.84,,,,,,,,,14,72.39,10,133.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,143.32,,,,,,,,,,,6,235.43,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,Harbison Crest,SRA,HARBISON CREST,37,EAST,Supervisorial District 5,6,40.84,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,Harbison Crest-El Cajon,NA,HARBISON CREST-EL CAJON,99,EAST,Supervisorial District 2,53,38,35.72,,,,,,,25,65.7,27,158.92,29,42.36,42.53,,,,,,,16,85.4,12,165.33,24,33.82,29.29,,,,,,,9,47.07,24,83.05,15,154.1,32,37.1,,,,,,,12,45.51,20,139.92,16,37.69,,,,,,,7,54.72,9,141.81,16,36.53,,,,,,,5,36.45,16,73.8,11,138.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,141.69,,,,,,,,,,,6,225.73,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,Jamul,SRA,JAMUL,30,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,La Mesa,SRA,LA MESA,33,EAST,Supervisorial District 2,34,56.74,50.86,,,,,,,11,70.24,22,254.16,17,59.11,56.54,,,,,,,7,98.12,10,284.64,17,54.55,47.4,,,,,,,,,16,118.83,12,234.44,25,65.47,,,,,,,6,49.31,18,247.71,12,64.13,,,,,,,,,8,267.75,13,66.72,,,,,,,,,12,116.24,10,234.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,Laguna-Pine Valley,SRA,LAGUNA-PINE VALLEY,61,EAST,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Cancer,Hospitalization,2011,Lakeside,SRA,LAKESIDE,36,EAST,Supervisorial District 2,17,30.96,31.2,,,,,,,,,13,203.04,8,30.4,34.08,,,,,,,,,7,230.76,9,31.51,28.61,,,,,,,,,9,75.72,7,181.49,14,34.66,,,,,,,,,10,187.05,7,35.22,,,,,,,,,5,223.38,7,34.11,,,,,,,,,7,71.01,5,158.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
